Player,Team,Jersey,Nation,Main_Position,Positions,Age,Minutes,Goals,Assists,Penalty_Shoot_on_Goal,Penalty_Shoot,Total_Shoot,Shoot_on_Target,Yellow_Cards,Red_Cards,Touches,Dribbles,Tackles,Blocks,Expected_Goals_xG,Non_Penalty_xG_npxG,Expected_Assists_xAG,Shot_Creating_Actions,Goal_Creating_Actions,Passes_Completed,Passes_Attempted,Pass_Completion,Progressive_Passes,Carries,Progressive_Carries,Dribble_Attempts,Successful_Dribbles
Rico Lewis,Manchester City,82,ENG,RB,RB,19,89,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,2,0,44,45,97,9,30,0,0,0
John Stones,Manchester City,5,ENG,CB,"CB,RB",30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
Ederson,Manchester City,31,BRA,GK,GK,31,90,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,20,23,87,0,17,0,0,0
Cameron Archer,Southampton,19,ENG,FW,FW,23,86,0,0,0,0,1,0,0,0,13,1,0,2,0.1,0.1,0,0,0,3,3,100,1,7,2,3,0
Paul Onuachu,Southampton,32,NGA,FW,FW,30,4,0,0,0,0,2,1,0,0,5,0,0,0,0,0,0,0,0,1,3,33,1,2,0,0,0
Mateus Fernandes,Southampton,18,POR,LM,"LM,CM",20,90,0,0,0,0,0,0,0,0,62,5,2,2,0,0,0.1,1,0,40,48,83,3,40,3,5,2
Adam Lallana,Southampton,10,ENG,CM,CM,36,59,0,0,0,0,0,0,1,0,37,1,0,2,0,0,0,0,0,26,30,86,2,25,2,1,1
Joe Aribo,Southampton,7,NGA,CM,CM,28,31,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,1,0,15,17,88,0,8,0,1,1
Flynn Downes,Southampton,4,ENG,CM,CM,25,86,0,0,0,0,0,0,1,0,42,4,1,0,0,0,0,1,0,34,36,94,3,26,0,0,0
Kamaldeen Sulemana,Southampton,20,GHA,LM,"LM,CM",22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
Tyler Dibling,Southampton,33,ENG,RM,RM,18,45,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,10,15,66,0,13,1,2,1
Adam Armstrong,Southampton,9,ENG,RM,RM,27,45,0,0,0,0,2,1,1,0,7,0,0,0,0.1,0.1,0,1,0,4,4,100,2,6,3,0,0
Ryan Manning,Southampton,3,IRL,LB,LB,28,76,0,0,0,0,0,0,0,0,29,0,0,2,0,0,0,0,0,18,22,81,0,16,2,0,0
James Bree,Southampton,14,ENG,RB,RB,27,14,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,8,10,80,1,9,0,1,1
Jack Stephens,Southampton,5,ENG,CB,CB,30,90,0,0,0,0,0,0,0,0,45,1,1,0,0,0,0.1,1,0,36,38,94,3,20,0,0,0
Jan Bednarek,Southampton,35,POL,CB,CB,28,90,0,0,0,0,0,0,0,0,87,0,0,2,0,0,0,1,0,74,78,94,1,69,0,0,0
Taylor Harwood-Bellis,Southampton,6,ENG,CB,CB,22,90,0,0,0,0,0,0,0,0,86,1,0,6,0,0,0,0,0,68,71,95,2,56,0,0,0
Kyle Walker-Peters,Southampton,2,ENG,RB,"RB,LB",27,90,0,0,0,0,0,0,0,0,74,0,1,0,0,0,0,2,0,60,63,95,2,55,2,4,0
Aaron Ramsdale,Southampton,30,ENG,GK,GK,26,90,0,0,0,0,0,0,0,0,68,0,1,0,0,0,0,0,0,57,65,87,0,54,0,0,0
Ollie Watkins,Aston Villa,11,ENG,FW,FW,28,81,0,0,0,0,3,2,0,0,20,1,0,0,0.3,0.3,0.3,3,0,8,12,66,1,17,2,2,1
Boubacar Kamara,Aston Villa,44,FRA,CM,CM,24,9,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,4,5,80,1,4,0,1,0
Morgan Rogers,Aston Villa,27,ENG,FW,FW,22,56,0,0,0,0,1,0,0,0,15,1,0,0,0.1,0.1,0.1,1,0,10,12,83,2,16,1,0,0
Jhon Durán,Aston Villa,9,COL,FW,FW,20,34,0,0,0,0,3,1,0,0,19,2,0,1,0.3,0.3,0,1,0,7,10,70,0,11,0,0,0
Jacob Ramsey,Aston Villa,41,ENG,LM,LM,23,90,0,0,0,0,0,0,1,0,47,0,2,1,0,0,0.1,6,0,30,41,73,5,37,7,1,1
Youri Tielemans,Aston Villa,8,BEL,CM,CM,27,90,0,0,0,0,4,1,1,0,88,1,2,1,0.2,0.2,0.1,8,0,56,78,71,13,51,7,2,0
Amadou Onana,Aston Villa,24,BEL,CM,CM,23,45,0,0,0,0,2,1,1,0,39,1,0,1,0.2,0.2,0,1,0,28,32,87,1,27,0,1,1
Ross Barkley,Aston Villa,6,ENG,CM,"CM,FW",30,45,1,0,0,0,2,1,1,0,28,0,0,1,0.5,0.5,0,0,0,18,23,78,1,16,0,0,0
John McGinn,Aston Villa,7,SCO,RM,RM,30,70,0,0,0,0,0,0,1,0,22,0,0,1,0,0,0.1,3,0,14,18,77,3,15,0,1,1
Leon Bailey,Aston Villa,31,JAM,RM,RM,27,20,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0.2,1,1,1,2,50,0,2,0,0,0
Lucas Digne,Aston Villa,12,FRA,LB,LB,31,70,0,0,0,0,0,0,1,0,39,2,3,0,0,0,0.3,2,0,29,34,85,1,21,0,1,0
Ian Maatsen,Aston Villa,22,NED,LB,LB,22,20,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,1,6,7,85,0,5,0,2,0
Pau Torres,Aston Villa,14,ESP,CB,CB,27,90,0,0,0,0,2,1,0,0,44,0,0,0,0.1,0.1,0,0,0,34,37,91,5,26,0,0,0
Ezri Konsa,Aston Villa,4,ENG,CB,CB,27,90,0,0,0,0,1,1,0,0,73,2,1,0,0.1,0.1,0.1,3,0,59,67,88,3,57,0,1,1
Matty Cash,Aston Villa,2,POL,RB,RB,27,90,0,0,0,0,0,0,1,0,52,1,2,1,0,0,0.1,2,0,39,45,86,1,27,1,1,1
Emiliano Martínez,Aston Villa,23,ARG,GK,GK,32,90,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,0,40,52,76,0,29,0,0,0
Enes Ünal,Bournemouth,26,TUR,FW,FW,27,63,0,0,0,0,2,0,1,0,23,1,0,0,0.1,0.1,0,0,0,8,11,72,2,10,0,2,0
Evanilson,Bournemouth,9,BRA,FW,FW,25,27,1,0,0,0,1,1,0,0,8,0,0,0,0,0,0,1,0,3,5,60,0,7,1,0,0
Antoine Semenyo,Bournemouth,24,GHA,LW,LW,24,90,0,0,0,0,1,0,1,0,38,2,0,0,0,0,0.1,3,0,18,28,64,0,32,4,3,2
Dango Ouattara,Bournemouth,11,BFA,RW,"RW,LB",22,90,0,0,0,0,2,1,0,0,34,1,1,1,0,0,0,1,0,8,15,53,0,9,2,3,0
Justin Kluivert,Bournemouth,19,NED,AM,AM,25,63,0,0,0,0,2,1,1,0,19,0,0,2,0,0,0,2,0,9,12,75,2,11,1,2,1
Marcus Tavernier,Bournemouth,16,ENG,AM,AM,25,27,0,1,0,0,1,0,1,0,16,1,0,0,0,0,0.1,3,2,9,13,69,1,9,3,0,0
Lewis Cook,Bournemouth,4,ENG,DM,DM,27,90,0,0,0,0,0,0,0,0,61,2,1,3,0,0,0,1,0,44,52,84,6,35,1,0,0
Ryan Christie,Bournemouth,10,SCO,DM,DM,29,80,0,0,0,0,0,0,0,0,57,2,1,0,0,0,0,1,0,39,46,84,8,35,1,1,1
Tyler Adams,Bournemouth,12,USA,DM,DM,25,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,100,1,2,0,0,0
Milos Kerkez,Bournemouth,3,HUN,LB,LB,20,80,0,0,0,0,1,0,0,0,31,1,3,1,0,0,0.1,3,0,21,23,91,2,22,2,0,0
David Brooks,Bournemouth,7,WAL,RW,RW,27,10,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,2,3,66,0,2,0,0,0
Marcos Senesi,Bournemouth,5,ARG,CB,CB,27,90,0,0,0,0,0,0,0,0,74,3,1,1,0,0,0,1,0,52,68,76,8,52,1,1,1
Illia Zabarnyi,Bournemouth,27,UKR,CB,CB,22,90,0,0,0,0,0,0,0,0,46,2,2,4,0,0,0,2,0,30,35,85,1,28,2,0,0
Julian Araujo,Bournemouth,22,MEX,RB,RB,23,29,0,0,0,0,0,0,1,0,11,1,1,0,0,0,0,0,0,8,8,100,2,3,0,0,0
Adam Smith,Bournemouth,15,ENG,RB,RB,33,61,0,0,0,0,0,0,1,0,27,0,1,1,0,0,0,1,0,16,20,80,1,12,0,1,0
Mark Travers,Bournemouth,42,IRL,GK,GK,25,90,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,18,23,78,0,11,0,0,0
Dominic Calvert-Lewin,Everton,9,ENG,FW,FW,27,80,0,0,0,0,1,0,0,0,25,1,1,0,0.1,0.1,0.1,1,0,9,15,60,1,11,0,0,0
Beto,Everton,14,GNB,FW,FW,26,10,1,0,0,0,3,2,0,0,7,0,0,0,0.4,0.4,0,0,0,0,2,0,0,4,1,0,0
Iliman Ndiaye,Everton,10,SEN,LW,LW,24,90,0,0,0,0,0,0,0,0,36,0,2,2,0,0,0,2,1,23,29,79,3,25,1,3,1
Jack Harrison,Everton,11,ENG,RW,RW,27,67,0,0,0,0,1,0,0,0,27,1,0,2,0.1,0.1,0.1,1,0,8,15,53,1,16,0,2,0
Jesper Lindstrøm,Everton,29,DEN,RW,RW,24,23,0,0,0,0,1,1,0,0,10,0,0,0,0,0,0,1,0,5,8,62,1,5,0,1,0
Dwight McNeil,Everton,7,ENG,AM,AM,24,85,0,0,0,0,1,1,0,0,39,0,1,0,0.1,0.1,0,3,0,26,35,74,4,21,1,3,2
Jarrad Branthwaite,Everton,32,ENG,CB,CB,22,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,2,4,50,0,3,0,0,0
Idrissa Gana Gueye,Everton,27,SEN,DM,DM,35,90,0,0,0,0,1,0,0,0,56,5,2,1,0,0,0,0,0,41,48,85,7,28,1,2,2
Abdoulaye Doucouré,Everton,16,MLI,DM,DM,31,79,0,0,0,0,1,1,0,0,42,3,1,1,0.1,0.1,0,2,0,33,37,89,2,16,1,0,0
Orel Mangala,Everton,8,BEL,DM,DM,26,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,9,10,90,1,5,0,1,1
Vitaliy Mykolenko,Everton,19,UKR,LB,LB,25,90,0,0,0,0,0,0,0,0,54,1,1,1,0,0,0.1,2,0,35,48,72,4,25,1,1,1
Michael Keane,Everton,5,ENG,CB,"CB,AM",31,90,0,0,0,0,1,0,0,0,50,3,0,3,0,0,0,1,0,25,34,73,2,19,1,0,0
James Tarkowski,Everton,6,ENG,CB,CB,31,90,0,0,0,0,0,0,1,0,59,2,0,1,0,0,0.1,3,0,42,49,85,3,25,0,0,0
Ashley Young,Everton,18,ENG,RB,RB,39,90,0,1,0,0,0,0,0,0,61,3,0,0,0,0,0.3,1,1,44,53,83,4,26,1,0,0
Jordan Pickford,Everton,1,ENG,GK,GK,30,90,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,1,0,29,42,69,0,24,0,0,0
Raúl Jiménez,Fulham,7,MEX,FW,FW,33,89,0,0,0,0,4,1,0,0,41,1,0,3,0.5,0.5,0.4,2,0,20,26,76,5,17,0,2,1
Rodrigo Muniz,Fulham,9,BRA,FW,FW,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,0
Alex Iwobi,Fulham,17,NGA,LW,"LW,RW",28,89,1,0,0,0,2,1,0,0,60,1,0,1,0.2,0.2,0,1,0,36,49,73,6,44,5,6,3
Jorge Cuenca,Fulham,15,ESP,CB,CB,24,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,2,50,1,1,0,0,0
Adama Traoré,Fulham,11,ESP,RW,RW,28,67,0,0,0,0,1,1,0,0,36,0,0,1,0.1,0.1,0.2,4,0,21,29,72,3,29,1,1,0
Reiss Nelson,Fulham,19,ENG,LW,"LW,LM",24,23,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0.1,2,0,8,9,88,2,11,1,2,1
Emile Smith Rowe,Fulham,32,ENG,AM,AM,24,78,0,1,0,0,2,0,0,0,55,2,0,0,0.3,0.3,0.1,5,2,44,46,95,2,41,1,2,1
Harrison Reed,Fulham,6,ENG,DM,"DM,CM",29,12,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,4,7,57,0,2,0,0,0
Sander Berge,Fulham,16,NOR,DM,"DM,CM",26,90,0,0,0,0,0,0,0,0,65,2,0,2,0,0,0,2,0,52,57,91,8,35,1,0,0
Andreas Pereira,Fulham,18,BRA,DM,DM,28,78,0,0,0,0,1,0,0,0,44,0,0,0,0,0,0.1,4,0,29,40,72,4,29,0,1,0
Harry Wilson,Fulham,8,WAL,AM,"AM,RM",27,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,4,100,1,4,0,0,0
Antonee Robinson,Fulham,33,USA,LB,LB,27,90,0,0,0,0,1,0,0,0,77,2,0,0,0,0,0,1,0,52,65,80,3,32,1,1,0
Calvin Bassey,Fulham,3,NGA,CB,CB,24,90,0,0,0,0,0,0,0,0,82,1,1,0,0,0,0,0,0,73,79,92,2,58,1,0,0
Issa Diop,Fulham,31,FRA,CB,CB,27,90,0,0,0,0,1,0,0,0,91,0,1,1,0.1,0.1,0,1,0,72,80,90,2,70,0,1,1
Kenny Tete,Fulham,2,NED,RB,RB,29,90,0,0,0,0,1,0,0,0,95,6,2,1,0,0,0.3,1,0,63,80,78,5,52,2,1,0
Bernd Leno,Fulham,1,GER,GK,GK,32,90,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,59,64,92,0,53,0,0,0
Nicolas Jackson,Chelsea,15,SEN,FW,FW,23,77,1,0,0,0,1,1,0,0,20,0,0,0,0.6,0.6,0.2,4,0,12,17,70,2,16,2,2,1
Christopher Nkunku,Chelsea,18,FRA,FW,FW,26,13,0,0,0,0,2,0,1,0,6,0,0,0,0.1,0.1,0,3,0,2,2,100,1,4,2,1,1
Pedro Neto,Chelsea,7,POR,LW,"LW,RW",24,90,0,1,0,0,5,2,1,0,49,0,2,2,0.2,0.2,0.8,5,2,30,35,85,1,31,5,5,3
Noni Madueke,Chelsea,11,ENG,RW,RW,22,66,0,0,0,0,2,2,1,0,39,1,0,3,0.1,0.1,0.1,3,0,21,27,77,3,29,9,2,1
Mykhailo Mudryk,Chelsea,10,UKR,LW,LW,23,24,0,0,0,0,1,1,0,0,12,1,0,1,0.3,0.3,0,0,0,5,5,100,0,7,1,1,0
Cole Palmer,Chelsea,20,ENG,AM,AM,22,90,1,0,0,0,1,1,0,0,52,0,1,1,0,0,0.3,4,0,33,47,70,4,36,3,3,1
Roméo Lavia,Chelsea,45,BEL,DM,DM,20,71,0,1,0,0,0,0,1,0,49,1,2,1,0,0,0,2,1,41,43,95,5,39,0,0,0
Enzo Fernández,Chelsea,8,ARG,DM,DM,23,19,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0.1,1,0,8,10,80,0,9,0,0,0
Moisés Caicedo,Chelsea,25,ECU,DM,DM,22,90,0,0,0,0,1,0,0,0,69,4,6,1,0.1,0.1,0.1,3,0,49,53,92,7,36,0,1,0
Reece James,Chelsea,24,ENG,LB,"LB,RB",24,90,0,0,0,0,0,0,0,0,79,0,2,2,0,0,0,0,0,59,73,80,2,49,0,0,0
Levi Colwill,Chelsea,6,ENG,CB,CB,21,90,0,0,0,0,0,0,0,0,68,1,1,0,0,0,0,2,1,48,55,87,2,35,0,0,0
Wesley Fofana,Chelsea,29,FRA,CB,CB,23,90,0,0,0,0,0,0,1,0,61,0,1,3,0,0,0,1,0,38,42,90,1,35,0,1,0
Malo Gusto,Chelsea,27,FRA,RB,RB,21,77,0,0,0,0,4,0,0,0,52,2,1,1,0.3,0.3,0,1,0,35,41,85,5,36,0,1,0
Marc Cucurella,Chelsea,3,ESP,LB,LB,26,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,66,0,3,0,0,0
Robert Sánchez,Chelsea,1,ESP,GK,GK,26,90,0,0,0,0,0,0,1,0,44,0,0,0,0,0,0,0,0,21,42,50,0,34,0,0,0
Alexander Isak,Newcastle United,14,SWE,FW,FW,25,90,1,0,0,0,3,1,0,0,37,1,0,1,1.2,1.2,0.2,1,0,18,25,72,2,24,2,2,1
Harvey Barnes,Newcastle United,11,ENG,LW,LW,26,67,0,0,0,0,1,0,0,0,20,0,0,0,0.2,0.2,0,4,1,11,15,73,3,17,0,3,2
Joe Willock,Newcastle United,28,ENG,LW,LW,25,23,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0.2,1,0,9,12,75,0,12,1,1,0
Miguel Almirón,Newcastle United,24,PAR,RW,RW,30,67,0,0,0,0,2,1,0,0,18,0,0,0,0.2,0.2,0,2,0,9,15,60,1,12,0,0,0
Jacob Murphy,Newcastle United,23,ENG,RW,RW,29,23,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,9,14,64,1,11,1,0,0
Joelinton,Newcastle United,7,BRA,LM,LM,28,88,0,0,0,0,0,0,0,0,44,1,2,0,0,0,0,2,0,34,40,85,5,28,1,3,1
William Osula,Newcastle United,18,DEN,LM,LM,21,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
Bruno Guimarães,Newcastle United,39,BRA,CM,CM,26,90,0,0,0,0,1,0,0,0,71,1,1,3,0,0,0.1,2,0,51,59,86,8,54,1,2,1
Sandro Tonali,Newcastle United,8,ITA,RM,RM,24,67,0,0,0,0,1,0,1,0,26,2,0,1,0,0,0,1,0,13,18,72,1,14,0,1,1
Sean Longstaff,Newcastle United,36,ENG,RM,RM,26,23,0,0,0,0,0,0,1,0,17,3,0,1,0,0,0,0,0,10,12,83,1,13,0,0,0
Lewis Hall,Newcastle United,20,ENG,LB,LB,20,88,0,1,0,0,0,0,0,0,75,2,1,2,0,0,1.2,6,1,54,68,79,2,32,0,0,0
Lloyd Kelly,Newcastle United,25,ENG,LB,LB,26,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,4,50,0,3,0,0,0
Dan Burn,Newcastle United,33,ENG,CB,CB,32,90,0,0,0,0,1,0,0,0,74,0,0,0,0.1,0.1,0,0,0,62,69,89,2,46,0,0,0
Fabian Schär,Newcastle United,5,SUI,CB,CB,32,90,0,0,0,0,2,0,1,0,70,1,1,1,0.1,0.1,0,0,0,49,60,81,4,48,0,0,0
Valentino Livramento,Newcastle United,21,ENG,RB,RB,21,90,0,0,0,0,0,0,0,0,53,1,1,1,0,0,0.1,1,0,39,47,83,7,35,1,1,0
Nick Pope,Newcastle United,22,ENG,GK,GK,32,90,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,30,37,81,0,23,0,0,0
Michail Antonio,West Ham United,9,JAM,FW,FW,34,70,0,0,0,0,1,0,0,0,37,0,0,1,0.1,0.1,0.8,4,0,16,27,59,2,24,5,3,3
Danny Ings,West Ham United,18,ENG,FW,FW,32,20,0,1,0,0,1,0,0,0,7,1,0,0,0.2,0.2,0.5,2,2,3,4,75,0,1,0,1,1
Carlos Soler,West Ham United,4,ESP,LW,LW,27,45,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,1,0,11,14,78,1,8,1,0,0
Crysencio Summerville,West Ham United,7,NED,LW,"LW,LM",22,45,1,0,0,0,1,1,1,0,18,0,0,0,0.5,0.5,0.2,5,0,9,14,64,3,9,2,3,3
Jarrod Bowen,West Ham United,20,ENG,RW,"RW,RM",27,90,1,0,1,1,2,0,0,0,39,2,0,1,0.8,0.1,0.5,2,0,14,27,51,5,20,4,1,0
Lucas Paquetá,West Ham United,10,BRA,AM,AM,27,45,0,0,0,0,1,0,1,0,33,0,1,0,0,0,0,0,0,21,29,72,2,16,0,0,0
Tomáš Souček,West Ham United,28,CZE,AM,"AM,CM",29,45,0,0,0,0,1,0,0,0,33,0,2,0,0,0,0,0,0,19,22,86,3,10,0,1,0
Guido Rodríguez,West Ham United,24,ARG,DM,DM,30,89,0,0,0,0,0,0,0,0,46,4,1,1,0,0,0,0,0,30,36,83,1,25,0,0,0
Aaron Cresswell,West Ham United,3,ENG,CB,CB,34,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,3,33,0,0,0,0,0
Edson Álvarez,West Ham United,19,MEX,DM,"DM,CM",27,90,0,0,0,0,0,0,0,0,62,1,3,2,0,0,0,1,0,43,49,87,4,40,2,0,0
Emerson Palmieri,West Ham United,33,ITA,LB,LB,30,90,0,0,0,0,2,1,1,0,54,2,2,0,0.9,0.9,0,2,0,31,43,72,0,27,2,1,0
Max Kilman,West Ham United,26,ENG,CB,CB,27,90,0,0,0,0,2,0,0,0,48,1,0,4,0.4,0.4,0,0,0,31,33,93,2,26,0,0,0
Konstantinos Mavropanos,West Ham United,15,GRE,CB,CB,26,45,0,0,0,0,0,0,1,0,30,0,0,1,0,0,0,0,0,26,28,92,1,18,0,0,0
Jean-Clair Todibo,West Ham United,25,FRA,CB,CB,24,45,0,0,0,0,0,0,0,0,28,0,1,0,0,0,0,1,0,19,22,86,4,15,0,0,0
Aaron Wan-Bissaka,West Ham United,29,ENG,RB,RB,26,90,0,0,0,0,0,0,0,0,70,0,2,0,0,0,0,4,1,40,55,72,7,29,5,6,3
Łukasz Fabiański,West Ham United,1,POL,GK,GK,39,90,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,24,30,80,0,16,0,0,0
Rasmus Højlund,Manchester United,9,DEN,FW,FW,21,90,0,0,0,0,2,2,0,0,25,1,0,0,0.6,0.6,0,3,0,16,18,88,1,14,2,2,1
Alejandro Garnacho,Manchester United,17,ARG,LW,LW,20,90,0,0,0,0,3,0,0,0,60,1,0,0,0.2,0.2,0.6,4,0,34,48,70,3,30,10,0,0
Marcus Rashford,Manchester United,10,ENG,RW,RW,26,58,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,1,0,17,25,68,0,23,0,3,1
Amad Diallo,Manchester United,16,CIV,RW,RW,22,32,0,0,0,0,2,1,0,0,27,1,0,0,0,0,0,2,0,17,20,85,4,17,0,3,1
Bruno Fernandes,Manchester United,8,POR,AM,"AM,DM",30,90,0,0,0,0,5,0,0,0,91,1,0,0,0.5,0.5,0.7,6,0,61,78,78,10,62,3,3,1
Casemiro,Manchester United,18,BRA,DM,DM,32,90,1,0,0,0,2,2,0,0,94,2,1,3,0.4,0.4,0.3,7,0,65,77,84,10,51,1,1,1
Christian Eriksen,Manchester United,14,DEN,DM,DM,32,78,0,0,0,0,1,0,0,0,51,1,1,1,0,0,0.1,3,0,36,45,80,3,26,0,0,0
Joshua Zirkzee,Manchester United,11,NED,AM,"AM,DM",23,12,0,1,0,0,2,0,0,0,6,0,0,0,0.2,0.2,0.3,1,1,1,4,25,0,3,0,0,0
Noussair Mazraoui,Manchester United,3,MAR,LB,LB,26,83,0,0,0,0,0,0,0,0,64,5,0,3,0,0,0,1,0,46,50,92,4,29,0,1,1
Victor Lindelöf,Manchester United,2,SWE,CB,CB,30,7,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,14,16,87,4,11,0,0,0
Lisandro Martínez,Manchester United,6,ARG,CB,"CB,LB",26,90,0,0,0,0,0,0,0,0,76,5,0,3,0,0,0,0,0,56,63,88,2,43,0,0,0
Matthijs de Ligt,Manchester United,4,NED,CB,CB,25,90,0,0,0,0,0,0,1,0,63,0,2,1,0,0,0,1,0,53,55,96,2,40,0,0,0
Diogo Dalot,Manchester United,20,POR,RB,RB,25,90,0,0,0,0,1,0,0,0,70,2,2,2,0.5,0.5,0.1,5,0,45,59,76,4,38,1,1,1
André Onana,Manchester United,24,CMR,GK,GK,28,90,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,25,37,67,0,30,0,0,0
Jean-Philippe Mateta,Crystal Palace,14,FRA,FW,FW,27,90,1,0,0,0,1,1,1,0,24,0,0,0,0.1,0.1,0,0,0,10,15,66,2,7,0,0,0
Eberechi Eze,Crystal Palace,10,ENG,AM,AM,26,90,0,1,0,0,4,1,0,0,56,3,0,2,0.2,0.2,0.1,3,1,23,40,57,4,30,3,7,3
Ismaila Sarr,Crystal Palace,7,SEN,AM,AM,26,66,0,0,0,0,2,2,0,0,21,1,0,1,0.1,0.1,0,5,0,8,13,61,1,12,4,0,0
Eddie Nketiah,Crystal Palace,9,ENG,AM,AM,25,24,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,1,0,6,8,75,0,7,1,1,0
Jefferson Lerma,Crystal Palace,8,COL,CM,CM,30,21,0,0,0,0,0,0,0,0,12,1,1,2,0,0,0,0,0,3,6,50,0,4,0,0,0
Will Hughes,Crystal Palace,19,ENG,CM,CM,29,69,0,0,0,0,1,0,1,0,39,3,2,1,0,0,0.1,4,0,13,27,48,2,10,2,0,0
Adam Wharton,Crystal Palace,20,ENG,CM,CM,20,87,0,0,0,0,2,1,0,0,47,4,3,2,0.1,0.1,0,4,0,18,29,62,9,14,1,0,0
Daichi Kamada,Crystal Palace,18,JPN,CM,CM,28,3,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,2,3,66,1,2,1,0,0
Tyrick Mitchell,Crystal Palace,3,ENG,WB,WB,25,90,0,0,0,0,0,0,0,0,48,1,1,1,0,0,0.1,2,0,21,34,61,4,21,2,2,1
Daniel Muñoz,Crystal Palace,12,COL,WB,WB,28,90,0,0,0,0,2,0,1,0,52,9,1,1,0.1,0.1,0.2,3,1,23,31,74,4,17,1,2,0
Marc Guéhi,Crystal Palace,6,ENG,CB,CB,24,90,0,0,0,0,1,1,0,0,30,0,0,5,0.2,0.2,0,0,0,12,14,85,1,8,0,0,0
Maxence Lacroix,Crystal Palace,5,FRA,CB,CB,24,90,0,0,0,0,1,0,1,0,30,3,2,0,0.1,0.1,0,0,0,15,21,71,3,12,0,0,0
Trevoh Chalobah,Crystal Palace,27,ENG,CB,CB,25,90,0,0,0,0,0,0,0,0,37,3,1,2,0,0,0,0,0,13,23,56,2,9,0,0,0
Dean Henderson,Crystal Palace,1,ENG,GK,GK,27,90,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,14,32,43,0,18,0,0,0
Dominic Solanke,Tottenham Hotspur,19,ENG,FW,FW,27,90,0,0,0,0,1,0,0,0,36,1,0,1,0,0,0,2,0,12,22,54,5,20,2,6,2
Mikey Moore,Tottenham Hotspur,47,ENG,LW,LW,17,61,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,5,0,11,15,73,3,18,2,4,0
Timo Werner,Tottenham Hotspur,16,GER,LM,LM,28,29,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,8,13,61,4,12,2,0,0
Brennan Johnson,Tottenham Hotspur,22,WAL,RW,"RW,RM",23,90,0,0,0,0,3,0,1,0,28,3,0,0,0.3,0.3,0.1,2,0,11,22,50,3,16,2,1,1
James Maddison,Tottenham Hotspur,10,ENG,LM,LM,27,61,0,0,0,0,2,2,0,0,46,2,0,1,0.1,0.1,0.1,1,0,29,37,78,8,30,0,2,1
Richarlison,Tottenham Hotspur,9,BRA,FW,FW,27,29,0,0,0,0,0,0,1,0,12,1,0,0,0,0,0,0,0,5,7,71,2,7,0,1,0
Yves Bissouma,Tottenham Hotspur,8,MLI,CM,CM,28,86,0,0,0,0,0,0,0,0,59,1,2,2,0,0,0,1,0,36,43,83,4,31,0,5,1
